"net/core/fib_notifier.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/core/sock_diag.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/dns_resolver/dns_key.c",1,"SPDX-License-Identifier: LGPL-2.1-or-later","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/dns_resolver/dns_query.c",1,"SPDX-License-Identifier: LGPL-2.1-or-later","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/dns_resolver/internal.h",1,"SPDX-License-Identifier: LGPL-2.1-or-later */","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/ipv4/inetpeer.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/ipv4/ipmr_base.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/ipv4/netfilter.c",1,"SPDX-License-Identifier: GPL-2.0-or-later","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/ipv4/tcp_bbr.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/ipv4/tcp_dctcp.h",1,"SPDX-License-Identifier: GPL-2.0 */","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/ipv4/tcp_plb.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/ipv6/fib6_notifier.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/ipv6/ila/ila_common.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/ipv6/netfilter.c",1,"SPDX-License-Identifier: GPL-2.0-or-later","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/netfilter/core.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/netfilter/nf_conntrack_netlink.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/netfilter/nf_flow_table_offload.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/netfilter/nf_queue.c",1,"SPDX-License-Identifier: GPL-2.0-or-later","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/netfilter/nfnetlink.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/netfilter/nft_chain_filter.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
